ADM0_A3,barley,cassava,groundnut,maize,millet,oilpalm,potato,rapeseed,rice,rye,sorghum,soybean,sugarbeet,sugarcane,sunflower,wheat
COL,0.005992984,0.245609695,0.31181256,0.182585724,0.099712659,0.46630151,0.094195951,0.146044553,0.308348884,8.15E-06,0.162895465,0.092422543,6.53E-06,0.323733216,4.53E-05,0.015763805
PRY,0.119926084,0.655299212,0.436692946,0.39995072,0.000824516,0.435322787,0.09125459,0.001159346,0.516960103,0.048959361,0.411382178,0.46580596,0.070579988,0.265866664,0.550181769,0.087172163
PRT,0.246565994,0.146299281,0.427484008,0.585526551,0.545692382,0.127998208,0.419422264,0.000282655,0.375192468,0.041376708,0.58988932,0.486114049,0.389955094,0.005591808,0.173631394,0.257847763
MDA,0.396962107,0.328581679,0.144352629,0.315164879,0.28922954,0.345306363,0.245542335,0.0048168,0.002575872,0.396545383,0.314032735,0.378478573,0.292263293,0.282016305,0.682797225,0.35137595
TKM,0.041009462,0.328581679,4.22E-05,0.020034712,0.000289003,0.345306363,0.037554194,8.86E-05,0.008312766,0.156271261,7.54E-05,0.083597175,0.021932475,0.282016305,0.000108483,0.155582719
JOR,0.053212671,0.328581679,0.000829876,0.051264115,0.017781077,0.345306363,0.032683142,0.144890528,0.128433878,0.293221359,0.060986547,0.150211333,0.209801126,0.024971965,0.354484305,0.034068357
NPL,0.215600852,0.231111637,0.00209696,0.335297746,0.684676061,0.215530665,0.444551456,0.002674591,0.406424485,0.000330945,0.001893059,0.258814466,0.057433095,0.402550743,0.000174574,0.321292191
LSO,0.052396541,6.37E-05,0.004228322,0.078938461,0.003467789,0.215530665,0.375836915,0.098678046,0.002991407,0.000246498,0.165652882,0.004819091,0.059449975,0.271149959,0.007222472,0.173961995
CMR,0.188600206,0.302051425,0.182903308,0.267253003,0.383177135,0.276234103,0.088780196,0.206624801,0.317379597,0.166874877,0.255896351,0.109776116,0.159041697,0.062947659,0.064435603,0.029414348
GAB,0.188600206,0.053220919,0.071623934,0.036499477,0.211851775,0.066849154,0.091870479,0.206624801,0.043909956,0.166874877,0.125776455,0.026181962,0.159041697,0.095178639,0.064435603,0.064888388
NER,0.1174539,0.043608796,0.069588681,0.011007523,0.150395613,0.22557786,0.002739324,0.098678046,0.024818993,0.032141094,0.056289522,0.154232408,0.059449975,0.090052674,0.118779157,0.001527304
BFA,0.1174539,0.062120777,0.486598506,0.501336474,0.666669362,5.00E-05,0.19260931,0.098678046,0.319541573,0.032141094,0.698629698,0.343463514,0.059449975,0.110660362,0.118779157,0.07518127
TGO,0.1174539,0.305309146,0.311864916,0.317043723,0.127651278,0.269762783,0.000530712,0.098678046,0.420717637,0.032141094,0.443293361,0.000555434,0.059449975,0.000987661,0.118779157,0.07518127
GHA,0.188600206,0.548839414,0.498445995,0.361229072,0.566852072,0.318020724,0.088088321,0.206624801,0.3843319,0.166874877,0.46863628,0.00157738,0.159041697,0.09271675,0.257611199,0.07518127
GNB,0.1174539,0.828007922,0.614393048,0.276675885,0.552521638,0.129045153,0.001040522,0.098678046,0.307139535,0.032141094,0.411787722,0.154232408,0.059449975,0.157777409,0.118779157,0.07518127
GIB,0.445599668,0.146299281,0.577481467,0.512060898,0.545692382,0.127998208,0.408365287,0.37424128,0.314732223,0.237488439,0.58988932,0.486114049,0.413136372,0.086321244,0.5122908,0.443814278
USA,0.260163985,0.038511943,0.048559805,0.368810499,0.044178918,0.017094681,0.287291256,0.068456313,0.019118617,0.068826184,0.158702776,0.227219487,0.045360031,0.00395068,0.130452574,0.313767636
CAN,0.079360907,0.038511943,0.048559805,0.039682622,0.044178918,0.017094681,0.075503102,0.059358546,0.019118617,0.043947922,0.158702776,0.027338916,0.023616201,0.00395068,0.029387498,0.064525727
MEX,0.232408832,0.044302439,0.269044322,0.351568234,0.006581141,0.01435162,0.359386782,0.691436319,0.141831715,0.150978436,0.447834896,0.048131201,0.305698222,0.212798061,0.366344265,0.345650702
BLZ,0.129421411,0.314745738,0.457921554,0.391818791,0.006581141,0.006730854,0.089235007,0.691436319,0.402749351,0.166874877,0.329602225,0.319032861,0.159041697,0.207455461,0.366344265,0.173673118
PAN,0.129421411,0.521579218,0.425506325,0.225740173,0.006581141,0.436918408,0.168079933,0.691436319,0.247780882,0.166874877,0.105860611,0.109578046,0.159041697,0.465491675,0.366344265,0.173673118
VEN,0.119926084,0.440497935,0.622372727,0.416586874,0.099712659,0.484759424,0.2803373,0.146044553,0.538218909,0.048959361,0.511073724,0.447719116,0.005275293,0.451802933,0.232212058,0.031862606
PNG,0.188600206,0.59108456,0.473240335,0.755088858,0.169726941,0.7769054,0.171860563,0.206624801,0.375143077,0.166874877,0.849729573,0.200028958,0.159041697,0.58418223,0.257611199,0.194639102
EGY,0.002422497,0.026035368,0.042091465,0.022537692,0.071446738,6.53E-05,0.054000095,0.082914369,0.031579981,0.007513894,0.055673191,0.030551487,0.033629023,0.003873154,0.075073473,0.000931762
YEM,0.014575791,0.269879134,0.181605516,0.012902082,0.060952648,0.215530665,0.01389646,0.144890528,0.128433878,0.293221359,0.04851493,0.150211333,0.209801126,0.024971965,0.354484305,0.020503002
MRT,0.1174539,0.284530474,0.051803434,0.00010154,0.048088265,0.22557786,5.69E-05,0.098678046,0.010789083,0.032141094,0.064980024,0.154232408,0.059449975,0.221278976,0.118779157,6.62E-05
GNQ,0.1174539,0.021135844,0.145761987,0.105648467,0.211851775,0.058923652,0.091870479,0.098678046,0.13531535,0.032141094,0.125776455,0.030938783,0.059449975,0.138199742,0.064435603,0.064888388
GMB,0.1174539,0.109716415,0.680429964,0.519142607,0.821080526,0.577283941,0.003415705,0.098678046,0.300117101,0.032141094,0.665544559,0.154232408,0.059449975,0.01468001,0.118779157,0.07518127
HKG,0.328348854,0.088287267,0.370029395,0.348628329,0.103899218,0.051265236,0.477834619,0.29710363,0.531826831,0.154470991,0.353634985,0.369238607,0.120026034,0.317485299,0.1177049,0.261675054
VAT,0.445599668,0.146299281,0.577481467,0.512060898,0.545692382,0.127998208,0.408365287,0.37424128,0.314732223,0.237488439,0.58988932,0.486114049,0.413136372,0.086321244,0.5122908,0.443814278
CYN,0.231978312,0.328581679,0.181605516,0.248129969,0.031287674,0.345306363,0.257288347,0.144890528,0.128433878,0.293221359,0.128796079,0.150211333,0.209801126,0.024971965,0.354484305,0.201059328
CNM,0.231978312,0.328581679,0.181605516,0.248129969,0.031287674,0.345306363,0.257288347,0.144890528,0.128433878,0.293221359,0.128796079,0.150211333,0.209801126,0.024971965,0.354484305,0.201059328
KAS,0.143614272,0.231111637,0.290541723,0.279906934,0.391400753,0.345306363,0.340931884,0.224964708,0.350873223,0.000330945,0.183961029,0.18885979,0.057433095,0.322795232,0.124674363,0.264825699
KAB,0.193001145,0.146299281,0.063003506,0.159475039,0.1035529,0.127998208,0.170014385,0.151566997,0.043299207,0.156271261,0.125384325,0.083597175,0.077042754,0.113542823,0.172867256,0.258060283
WSB,0.231978312,0.146299281,0.181605516,0.248129969,0.031287674,0.127998208,0.257288347,0.144890528,0.128433878,0.293221359,0.128796079,0.150211333,0.209801126,0.024971965,0.354484305,0.201059328
ATA,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
AUS,0.10428612,0.146299281,0.036386201,0.091565354,0.072214534,0.127998208,0.141069097,0.07759351,0.02420848,0.002747,0.068810129,0.053812838,0.361517657,0.025596354,0.056560578,0.078516513
GRL,0.169762446,0.146299281,0.048559805,0.20424656,0.044178918,0.127998208,0.181397179,0.06390743,0.019118617,0.056387053,0.158702776,0.127279201,0.034488116,0.00395068,0.079920036,0.189146682
FJI,0.188600206,0.59108456,0.473240335,0.755088858,0.169726941,0.7769054,0.171860563,0.206624801,0.375143077,0.166874877,0.849729573,0.200028958,0.159041697,0.58418223,0.257611199,0.194639102
NZL,0.161555856,0.146299281,0.036386201,0.209174347,0.072214534,0.127998208,0.218679459,0.162798282,0.02420848,0.002747,0.068810129,0.053812838,0.361517657,0.025596354,0.056560578,0.204600946
NCL,0.188600206,0.59108456,0.473240335,0.755088858,0.169726941,0.7769054,0.171860563,0.206624801,0.375143077,0.166874877,0.849729573,0.200028958,0.159041697,0.58418223,0.257611199,0.194639102
MDG,0.193435257,0.306934968,0.22439997,0.155181709,0.264440104,0.442663064,0.023588444,0.046653328,0.276564699,0.032141094,0.12429372,0.283402109,0.059449975,0.213918321,0.153323754,0.328301814
PHL,5.42E-05,0.356676876,0.366975312,0.446806057,0.119306473,0.631406399,0.029698703,0.000367,0.549614184,3.19E-05,0.15435051,0.020826977,0.085609472,0.391837357,0.205639545,0.145370749
LKA,0.143614272,0.46469355,0.397406006,0.373338993,0.698835604,0.345306363,0.272402265,0.224964708,0.669106047,0.000330945,0.365966733,0.335613288,0.057433095,0.326173866,0.124674363,0.264825699
CUW,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
ABW,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
BHS,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
TCA,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
TWN,0.328348854,0.002150538,0.788653212,0.921667745,0.001107523,0.051265236,0.870861986,0.001917677,0.782512537,0.154470991,0.885957059,0.657205258,0.120026034,0.843277057,0.1177049,0.001252149
JPN,0.271444047,0.088287267,0.034356304,0.182214794,0.012697041,0.051265236,0.595030953,0.566890201,0.45740063,0.154470991,0.353634985,0.36860063,0.348197415,0.002404073,0.1177049,0.332014683
SPM,0.169762446,0.146299281,0.048559805,0.20424656,0.044178918,0.127998208,0.181397179,0.06390743,0.019118617,0.056387053,0.158702776,0.127279201,0.034488116,0.00395068,0.079920036,0.189146682
ISL,0.418189415,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.489910179,0.399378902,0.203517082,0.411896537,0.393993773,0.015981709,0.394598192,0.113542823,0.000532751,0.434514109
PCN,0.1174539,0.269879134,0.27604424,0.239172324,0.255802002,0.215530665,0.200027812,0.098678046,0.245365729,0.032141094,0.227357492,0.152631664,0.059449975,0.304459913,0.118779157,0.133165155
PYF,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
ATF,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
SYC,0.193435257,0.253516988,0.224265796,0.163579892,0.264440104,0.162463548,0.19833034,0.046653328,0.177842856,0.166874877,0.170772989,0.178431062,0.159041697,0.437027782,0.153323754,0.208245569
KIR,0.1174539,0.269879134,0.27604424,0.239172324,0.255802002,0.215530665,0.200027812,0.098678046,0.245365729,0.032141094,0.227357492,0.152631664,0.059449975,0.304459913,0.118779157,0.133165155
MHL,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
TTO,0.188600206,0.607172527,0.48476465,0.616804019,0.169726941,0.423502711,0.632656067,0.206624801,0.473125851,0.166874877,0.448800557,0.200028958,0.159041697,0.551390209,0.257611199,0.194639102
GRD,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
VCT,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
BRB,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
LCA,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
DMA,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
UMI,0.1174539,0.269879134,0.27604424,0.239172324,0.255802002,0.215530665,0.200027812,0.098678046,0.245365729,0.032141094,0.227357492,0.152631664,0.059449975,0.304459913,0.118779157,0.133165155
MSR,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
ATG,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
KNA,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
VIR,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
BLM,0.398058769,0.458635922,0.48476465,0.401941622,0.277488645,0.423502711,0.632656067,0.331765471,0.526866264,0.320549276,0.448800557,0.224280788,0.361517657,0.455013183,0.270974904,0.389655305
PRI,0.188600206,0.239544205,0.48476465,0.462421074,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.214240955,0.257611199,0.194639102
AIA,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
VGB,0.398058769,0.458635922,0.48476465,0.401941622,0.277488645,0.423502711,0.632656067,0.331765471,0.526866264,0.320549276,0.448800557,0.224280788,0.361517657,0.455013183,0.270974904,0.389655305
JAM,0.188600206,0.957003715,0.512496178,0.298213821,0.169726941,0.423502711,0.559601678,0.206624801,0.234121437,0.166874877,0.448800557,0.200028958,0.159041697,0.608932091,0.257611199,0.194639102
CYM,0.159696863,0.458635922,0.48476465,0.401941622,0.153428146,0.423502711,0.632656067,0.125917448,0.526866264,0.02825471,0.448800557,0.265949792,0.085609472,0.455013183,0.297831177,0.210350187
BMU,0.169762446,0.146299281,0.048559805,0.20424656,0.044178918,0.127998208,0.181397179,0.06390743,0.019118617,0.056387053,0.158702776,0.127279201,0.034488116,0.00395068,0.079920036,0.189146682
HMD,0.1174539,0.269879134,0.27604424,0.239172324,0.255802002,0.215530665,0.200027812,0.098678046,0.245365729,0.032141094,0.227357492,0.152631664,0.059449975,0.304459913,0.118779157,0.133165155
SHN,0.188600206,0.284530474,0.380161673,0.236369265,0.400755411,0.22557786,0.088088321,0.206624801,0.252466535,0.166874877,0.359659575,0.154232408,0.159041697,0.221278976,0.257611199,0.07518127
MUS,0.193435257,0.253516988,0.224265796,0.163579892,0.264440104,0.162463548,0.19833034,0.046653328,0.177842856,0.166874877,0.170772989,0.178431062,0.159041697,0.437027782,0.153323754,0.208245569
COM,0.193435257,0.253516988,0.224265796,0.163579892,0.264440104,0.162463548,0.19833034,0.046653328,0.177842856,0.032141094,0.170772989,0.178431062,0.059449975,0.437027782,0.153323754,0.208245569
STP,0.1174539,0.167024613,0.145761987,0.105648467,0.211851775,0.148017571,0.091870479,0.098678046,0.13531535,0.032141094,0.125776455,0.030938783,0.059449975,0.138199742,0.064435603,0.064888388
CPV,0.188600206,0.284530474,0.380161673,0.236369265,0.400755411,0.22557786,0.088088321,0.206624801,0.252466535,0.166874877,0.359659575,0.154232408,0.159041697,0.221278976,0.257611199,0.07518127
MLT,0.445599668,0.146299281,0.577481467,0.512060898,0.545692382,0.127998208,0.408365287,0.37424128,0.314732223,0.237488439,0.58988932,0.486114049,0.413136372,0.086321244,0.5122908,0.443814278
JEY,0.418189415,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.489910179,0.399378902,0.203517082,0.411896537,0.393993773,0.015981709,0.394598192,0.113542823,0.000532751,0.434514109
GGY,0.418189415,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.489910179,0.399378902,0.203517082,0.411896537,0.393993773,0.015981709,0.394598192,0.113542823,0.000532751,0.434514109
IMN,0.418189415,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.489910179,0.399378902,0.203517082,0.411896537,0.393993773,0.015981709,0.394598192,0.113542823,0.000532751,0.434514109
ALD,0.418189415,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.489910179,0.399378902,0.203517082,0.411896537,0.393993773,0.015981709,0.394598192,0.113542823,0.000532751,0.434514109
FRO,0.418189415,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.489910179,0.399378902,0.203517082,0.411896537,0.393993773,0.015981709,0.394598192,0.113542823,0.000532751,0.434514109
IOA,0.398058769,0.146299281,0.320027995,0.324885016,0.277488645,0.127998208,0.441313731,0.331765471,0.203517082,0.320549276,0.393993773,0.224280788,0.361517657,0.113542823,0.270974904,0.389655305
IOT,0.398058769,0.146299281,0.320027995,0.324885016,0.277488645,0.127998208,0.441313731,0.331765471,0.203517082,0.320549276,0.393993773,0.224280788,0.361517657,0.113542823,0.270974904,0.389655305
SGP,5.42E-05,0.494402246,0.522729065,0.540649662,0.119306473,0.33702903,0.215534037,0.000367,0.486215263,3.19E-05,0.15435051,0.218954349,0.159041697,0.380900358,0.205639545,0.145370749
NFK,0.132920988,0.328581679,0.036386201,0.15036985,0.072214534,0.345306363,0.179874278,0.120195896,0.02420848,0.002747,0.068810129,0.053812838,0.159041697,0.025596354,0.056560578,0.14155873
COK,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
TON,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
WLF,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
WSM,0.1174539,0.269879134,0.27604424,0.239172324,0.255802002,0.215530665,0.200027812,0.098678046,0.245365729,0.032141094,0.227357492,0.152631664,0.059449975,0.304459913,0.118779157,0.133165155
SLB,0.1174539,0.59108456,0.473240335,0.755088858,0.255802002,0.7769054,0.171860563,0.098678046,0.375143077,0.032141094,0.849729573,0.152631664,0.059449975,0.58418223,0.118779157,0.133165155
TUV,0.1174539,0.269879134,0.27604424,0.239172324,0.255802002,0.215530665,0.200027812,0.098678046,0.245365729,0.032141094,0.227357492,0.152631664,0.059449975,0.304459913,0.118779157,0.133165155
MDV,0.143614272,0.231111637,0.290541723,0.279906934,0.391400753,0.345306363,0.340931884,0.224964708,0.350873223,0.000330945,0.183961029,0.18885979,0.057433095,0.322795232,0.124674363,0.264825699
NRU,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
FSM,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
SGS,0.1174539,0.269879134,0.27604424,0.239172324,0.255802002,0.215530665,0.200027812,0.098678046,0.245365729,0.032141094,0.227357492,0.152631664,0.059449975,0.304459913,0.118779157,0.133165155
FLK,0.119926084,0.282163096,0.281058073,0.293503064,0.099712659,0.214139306,0.18568269,0.146044553,0.280371042,0.048959361,0.260404609,0.27642581,0.070579988,0.237926421,0.25150597,0.126157663
VUT,0.1174539,0.59108456,0.473240335,0.755088858,0.255802002,0.7769054,0.171860563,0.098678046,0.375143077,0.032141094,0.849729573,0.152631664,0.059449975,0.58418223,0.118779157,0.133165155
NIU,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
ASM,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
PLW,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
GUM,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
MNP,0.188600206,0.328581679,0.325180043,0.294011224,0.169726941,0.345306363,0.315406769,0.206624801,0.288889982,0.166874877,0.283277372,0.200028958,0.159041697,0.282016305,0.257611199,0.194639102
BHR,0.231978312,0.328581679,0.181605516,0.248129969,0.031287674,0.345306363,0.257288347,0.144890528,0.128433878,0.293221359,0.128796079,0.150211333,0.209801126,0.024971965,0.354484305,0.201059328
CSI,0.132920988,0.269879134,0.036386201,0.15036985,0.072214534,0.215530665,0.179874278,0.120195896,0.02420848,0.002747,0.068810129,0.053812838,0.059449975,0.025596354,0.056560578,0.14155873
PGA,5.42E-05,0.494402246,0.522729065,0.540649662,0.119306473,0.33702903,0.215534037,0.000367,0.486215263,3.19E-05,0.15435051,0.218954349,0.059449975,0.380900358,0.205639545,0.145370749
CLP,0.129421411,0.328766341,0.425506325,0.316855377,0.006581141,0.463985761,0.47783591,0.691436319,0.424306897,0.032141094,0.359116029,0.443948784,0.059449975,0.55417389,0.366344265,0.173673118
MAC,0.328348854,0.088287267,0.370029395,0.348628329,0.103899218,0.051265236,0.477834619,0.29710363,0.531826831,0.154470991,0.353634985,0.369238607,0.120026034,0.317485299,0.1177049,0.261675054
ATC,0.132920988,0.269879134,0.036386201,0.15036985,0.072214534,0.215530665,0.179874278,0.120195896,0.02420848,0.002747,0.068810129,0.053812838,0.059449975,0.025596354,0.056560578,0.14155873
BJN,0.1174539,0.458635922,0.48476465,0.401941622,0.255802002,0.423502711,0.632656067,0.098678046,0.526866264,0.032141094,0.448800557,0.152631664,0.059449975,0.455013183,0.118779157,0.133165155
SER,0.1174539,0.458635922,0.48476465,0.401941622,0.255802002,0.423502711,0.632656067,0.098678046,0.526866264,0.032141094,0.448800557,0.152631664,0.059449975,0.455013183,0.118779157,0.133165155
SCR,5.42E-05,0.494402246,0.522729065,0.540649662,0.119306473,0.33702903,0.215534037,0.000367,0.486215263,3.19E-05,0.15435051,0.218954349,0.059449975,0.380900358,0.205639545,0.145370749
